model,year,price,total_km,hp,box,body,drive,fuel,location
ВАЗ (LADA) 4x4 (Нива),2019,557900.0,23599.0,83.0,MT, внедорожник, полный, бензин,Челябинская область
Hyundai Solaris,2016,747000.0,81500.0,107.0,MT, седан, передний, бензин,Волгоградская область
Renault Fluence,2014,680000.0,91100.0,106.0,MT, седан, передний, бензин,Рязанская область
LADA 4x4 (Нива),2017,595000.0,33000.0,83.0,MT, внедорожник, полный, бензин,Севастополь
Nissan Teana,2012,799000.0,107000.0,182.0,CVT, седан, передний, бензин,Москва
LADA Vesta,2018,750000.0,118000.0,106.0,MT, седан, передний, бензин,Воронежская область
Opel Zafira,2011,588000.0,230000.0,140.0,MT, минивэн, передний, бензин,Краснодарский край
Audi A4,2007,500000.0,232000.0,130.0,CVT, седан, передний, бензин,Вологодская область
Opel Astra,2012,950000.0,88130.0,140.0,AT, хетчбэк, передний, бензин,Самарская область
Renault Duster,2015,859000.0,150000.0,135.0,AT, внедорожник, полный, бензин,Московская область
Infiniti FX35,2008,935000.0,210382.0,307.0,AT, внедорожник, полный, бензин,Астраханская область
Hyundai Solaris,2016,705000.0,146200.0,107.0,MT, седан, передний, бензин,Республика Татарстан
Mercedes-Benz GLK-класс,2009,1000000.0,111000.0,231.0,AT, внедорожник, полный, бензин,Костромская область
LADA Priora,2015,450000.0,123131.0,106.0,MT, седан, передний, бензин,Республика Дагестан
Ford Focus,2009,460000.0,370000.0,145.0,MT, седан, передний, бензин,Чеченская Республика
Mazda 3,2013,777000.0,201000.0,105.0,AT, седан, передний, бензин,Москва
ВАЗ (LADA) 4x4 (Нива),2019,559000.0,32000.0,83.0,MT, внедорожник, полный, бензин,Томская область
Opel Zafira,2012,645000.0,150000.0,140.0,MT, минивэн, передний, бензин,Рязанская область
Cadillac CTS,2009,990000.0,149000.0,215.0,AT, седан, задний, бензин,Московская область
LADA Vesta,2017,490000.0,150222.0,106.0,AMT, седан, передний, бензин,Москва
Toyota Probox,2018,700000.0,51000.0,103.0,CVT, универсал, полный, бензин,Приморский край
Volkswagen Transporter,1997,550000.0,560000.0,115.0,MT, минивэн, полный, бензин,Брянская область
Audi A6,2004,590000.0,243044.0,177.0,CVT, седан, передний, бензин,Ростовская область
Toyota Camry,2012,899000.0,254316.0,181.0,AT, седан, передний, бензин,Калужская область
Mazda 6,2010,900000.0,130000.0,147.0,AT, седан, передний, бензин,Краснодарский край
Volkswagen Polo,2013,665000.0,156000.0,105.0,MT, седан, передний, бензин,Саратовская область
Chevrolet Nexia,2021,790000.0,4.0,106.0,MT, седан, передний, бензин,Вологодская область
Toyota Corolla,2010,682000.0,161818.0,124.0,MT, седан, передний, бензин,Рязанская область
Mitsubishi Lancer,2011,549000.0,137000.0,109.0,AT, седан, передний, бензин,Республика Мордовия
Volkswagen Polo,2016,929000.0,123000.0,125.0,AMT, седан, передний, бензин,Санкт-Петербург
Skoda Yeti,2013,829000.0,147829.0,152.0,AMT, внедорожник, полный, бензин,Ивановская область
Peugeot 408,2014,580000.0,145000.0,120.0,AT, седан, передний, бензин,Москва
Chevrolet Orlando,2015,889000.0,89000.0,141.0,MT, минивэн, передний, бензин,Санкт-Петербург
Opel Astra,2011,640000.0,140000.0,140.0,AT, хетчбэк, передний, бензин,Самарская область
Volkswagen Polo,2012,730099.0,88000.0,105.0,AT, седан, передний, бензин,Нижегородская область
Renault Sandero,2018,829000.0,340323.0,82.0,MT, хетчбэк, передний, бензин,Нижегородская область
Toyota Corolla,2007,580000.0,150000.0,124.0,MT, седан, передний, бензин,Республика Карелия
Volvo XC90,2004,575000.0,195000.0,210.0,AT, внедорожник, полный, бензин,Москва
Volkswagen Passat CC,2012,890000.0,133000.0,152.0,MT, седан, передний, бензин,Свердловская область
Audi Q7,2007,730000.0,215000.0,350.0,AT, внедорожник, полный, бензин,Республика Крым
LADA Vesta,2017,770000.0,83000.0,106.0,MT, седан, передний, бензин,Чеченская Республика
Toyota Corolla,2012,799000.0,97000.0,124.0,MT, седан, передний, бензин,Алтайский край
Opel Astra GTC,2014,985000.0,60221.0,140.0,AT, хетчбэк, передний, бензин,Краснодарский край
Mazda Axela,2013,850000.0,69000.0,120.0,AT, седан, передний, бензин,Тюменская область
Volkswagen Polo,2012,550000.0,236200.0,105.0,AT, седан, передний, бензин,Ставропольский край
Mazda 3,2012,520000.0,102705.0,105.0,MT, седан, передний, бензин,Челябинская область
Ford Focus,2014,695000.0,180051.0,105.0,MT, хетчбэк, передний, бензин,Псковская область
Great Wall Hover H5,2014,665000.0,128833.0,143.0,AT, внедорожник, полный, дизель,Москва
Skoda Octavia,2013,810000.0,233000.0,180.0,AMT, хетчбэк, передний, бензин,Республика Крым
Volkswagen Polo,2012,648000.0,108500.0,105.0,AT, седан, передний, бензин,Иркутская область
Kia Ceed,2013,730000.0,272000.0,129.0,MT, универсал, передний, бензин,Ростовская область
Toyota RAV4,2000,495000.0,444444.0,150.0,AT, внедорожник, полный, бензин,Кемеровская область
Ford Mondeo,2011,689000.0,130000.0,140.0,AMT, седан, передний, дизель,Москва
Honda Fit,2015,898000.0,93000.0,110.0,AMT, хетчбэк, передний, гибрид,Иркутская область
Volvo XC90,2004,650000.0,230000.0,210.0,AT, внедорожник, полный, бензин,Пензенская область
Opel Astra,2014,630000.0,105000.0,115.0,MT, хетчбэк, передний, бензин,Республика Коми
ВАЗ (LADA) Vesta,2017,480000.0,85800.0,106.0,MT, седан, передний, бензин,Челябинская область
УАЗ Pickup,2016,750000.0,110000.0,135.0,MT, пикап, полный, бензин,Республика Татарстан
Opel Mokka,2013,790000.0,177182.0,140.0,AT, внедорожник, полный, бензин,Калужская область
Chevrolet Niva,2012,500000.0,103000.0,80.0,MT, внедорожник, полный, бензин,Краснодарский край
Renault Sandero,2013,550000.0,81000.0,84.0,MT, хетчбэк, передний, бензин,Краснодарский край
Toyota RAV4,2007,750000.0,109000.0,152.0,AT, внедорожник, полный, бензин,Москва
Kia Rio,2015,837000.0,58000.0,123.0,AT, седан, передний, бензин,Пермский край
Hyundai Solaris,2015,820000.0,126000.0,123.0,AT, хетчбэк, передний, бензин,Краснодарский край
Peugeot Partner,2011,465000.0,178965.0,90.0,MT, фургон, передний, дизель,Москва
Ford Focus,2018,790000.0,19000.0,125.0,MT, хетчбэк, передний, бензин,Костромская область
Chevrolet Cruze,2011,830000.0,28000.0,141.0,MT, седан, передний, бензин,Курская область
Hyundai Solaris,2021,650000.0,13.0,123.0,AT, седан, передний, бензин,Москва
